Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Yr Sold,SalePrice,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Pool QC
11228,7,5,1993,1993,0.0,50.0,531.0,499.0,1080.0,1080,1017,0,2097,0.0,1.0,2,1,3,1,9,1,1993.0,3.0,678.0,196,187,0,0,0,0,0,2008,228000,4,3,4,3,4,6,5,4,7,3,1,3,3,1
8000,5,6,1959,1959,0.0,476.0,488.0,292.0,1256.0,1256,0,0,1256,1.0,0.0,1,1,3,1,6,0,1959.0,1.0,311.0,0,240,0,0,0,0,0,2008,159000,3,3,3,3,4,3,4,4,7,1,2,3,3,1
10728,8,5,2006,2006,0.0,0.0,0.0,1095.0,1095.0,1095,844,0,1939,0.0,0.0,2,1,3,1,8,1,2006.0,3.0,1053.0,192,51,0,0,0,0,0,2006,266000,4,3,4,3,1,1,4,4,7,4,2,3,3,1
6000,5,7,1924,1950,145.0,0.0,0.0,816.0,816.0,816,750,0,1566,0.0,0.0,1,1,5,1,7,0,1976.0,2.0,450.0,24,0,296,0,0,0,0,2006,139000,3,4,3,3,1,1,5,4,7,1,1,3,3,1
6931,4,5,1955,1955,0.0,784.0,0.0,0.0,784.0,784,0,0,784,1.0,0.0,1,0,2,1,4,0,1979.0,0.0,0.0,112,0,0,0,0,0,0,2008,91900,3,3,3,3,5,1,3,3,7,1,0,1,1,1
8760,8,5,2006,2006,132.0,36.0,0.0,1453.0,1489.0,1500,0,0,1500,0.0,0.0,2,0,3,1,7,1,2005.0,2.0,674.0,144,38,0,0,0,0,0,2007,212999,4,3,4,3,6,1,5,4,7,4,2,3,3,1
16033,9,5,2004,2005,378.0,1261.0,0.0,572.0,1833.0,1850,0,0,1850,1.0,0.0,2,0,3,1,8,1,2004.0,3.0,772.0,519,112,0,0,0,0,0,2006,326000,4,3,5,3,6,1,5,4,7,4,3,3,3,1
9024,6,5,2004,2004,0.0,0.0,0.0,789.0,789.0,813,702,0,1515,0.0,0.0,2,1,3,1,8,1,2004.0,2.0,393.0,0,75,0,0,0,0,0,2008,179000,4,3,4,3,1,1,5,4,7,4,3,3,3,1
11563,8,5,2006,2007,258.0,1036.0,0.0,482.0,1518.0,1537,0,0,1537,1.0,0.0,2,0,3,1,8,0,2007.0,3.0,788.0,0,26,0,0,0,0,0,2008,294000,4,3,5,3,6,1,5,4,7,1,3,3,3,1
1680,6,6,1972,1972,425.0,110.0,294.0,79.0,483.0,483,504,0,987,1.0,0.0,1,1,2,1,5,0,1972.0,1.0,288.0,0,0,0,0,0,0,0,2009,97000,3,3,3,3,3,2,3,3,7,1,1,3,3,1
8760,7,5,2006,2006,0.0,464.0,0.0,927.0,1391.0,1391,571,0,1962,0.0,0.0,2,1,3,1,7,0,2006.0,3.0,868.0,0,90,0,0,0,0,0,2006,239799,4,3,4,4,6,1,5,4,7,1,2,3,3,1
9600,5,6,1961,1990,0.0,915.0,0.0,336.0,1251.0,1433,0,0,1433,1.0,0.0,1,0,3,1,7,1,1961.0,2.0,441.0,144,0,205,0,0,0,0,2006,161000,3,3,3,3,4,1,3,3,6,4,1,3,3,1
4435,6,5,2003,2003,170.0,686.0,0.0,162.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,2008,136500,4,3,4,3,6,1,5,4,7,1,3,3,3,1
1680,6,8,1972,2007,510.0,162.0,0.0,321.0,483.0,483,504,0,987,0.0,0.0,1,1,2,1,5,0,1972.0,1.0,264.0,250,0,0,0,0,0,0,2009,118000,3,3,3,3,5,1,4,4,7,1,1,3,3,1
7599,4,6,1982,2006,0.0,565.0,0.0,280.0,845.0,845,0,0,845,1.0,0.0,1,0,2,1,4,0,1987.0,2.0,360.0,0,0,0,0,0,0,0,2007,129500,3,3,3,3,5,1,3,3,7,1,1,3,3,1
7264,7,7,1925,2007,0.0,0.0,0.0,952.0,952.0,952,596,0,1548,0.0,0.0,2,1,3,1,5,0,1978.0,2.0,672.0,74,0,0,0,144,0,0,2009,205000,4,4,3,3,1,1,4,5,7,1,1,3,3,1
32668,6,3,1957,1975,0.0,1219.0,0.0,816.0,2035.0,2515,0,0,2515,1.0,0.0,3,0,4,2,9,2,1975.0,2.0,484.0,0,0,200,0,0,0,0,2007,200624,4,3,3,3,3,1,3,3,3,3,2,3,3,1
11825,8,5,2006,2007,302.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,856.0,0,112,0,0,0,0,0,2007,322400,4,3,5,3,1,1,5,4,7,4,2,3,3,1
10200,8,5,2007,2007,180.0,1478.0,0.0,100.0,1578.0,1602,0,0,1602,1.0,0.0,2,0,3,1,7,1,2007.0,3.0,810.0,0,48,0,0,195,0,0,2009,293200,4,3,4,3,6,1,5,4,7,4,2,3,3,1
8849,9,5,2005,2005,616.0,28.0,0.0,1656.0,1684.0,1684,0,0,1684,0.0,0.0,2,0,2,1,6,1,2005.0,2.0,564.0,495,72,0,0,0,0,0,2008,266000,5,3,5,3,6,1,5,5,7,5,2,3,3,1
11184,6,5,1978,1978,92.0,226.0,500.0,192.0,918.0,918,765,0,1683,0.0,0.0,2,1,3,1,7,1,1978.0,2.0,440.0,243,0,0,0,0,0,0,2009,172500,3,3,3,3,2,3,4,3,7,3,2,3,3,1
8820,5,6,1890,1996,0.0,1088.0,0.0,0.0,1088.0,1188,561,120,1869,0.0,0.0,1,0,2,1,7,0,1963.0,2.0,456.0,48,0,244,0,0,0,0,2009,124900,3,3,3,3,2,1,3,3,7,1,1,3,3,1
6615,6,6,1923,1950,0.0,0.0,0.0,1022.0,1022.0,1432,0,0,1432,0.0,0.0,1,0,3,1,6,1,1923.0,1.0,216.0,266,61,0,0,0,0,0,2009,149000,3,3,3,3,1,1,3,4,7,4,1,2,3,1
8773,7,5,2004,2004,98.0,24.0,0.0,1390.0,1414.0,1414,0,0,1414,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,494.0,132,105,0,0,0,0,0,2010,185500,4,3,4,3,6,1,5,4,7,1,2,3,3,1
11088,8,5,2002,2002,0.0,872.0,0.0,476.0,1348.0,1358,0,0,1358,1.0,0.0,1,1,1,1,5,1,2002.0,2.0,418.0,68,166,0,0,0,0,0,2006,220000,4,3,4,3,6,1,5,4,7,3,1,3,3,1
9158,8,5,2007,2007,140.0,0.0,0.0,1496.0,1496.0,1496,0,0,1496,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,474.0,168,130,0,0,0,0,0,2007,225000,4,3,4,3,1,1,5,4,7,1,3,3,3,1
8280,6,5,1950,1950,0.0,0.0,0.0,932.0,932.0,932,0,0,932,0.0,0.0,1,0,2,1,4,1,1950.0,1.0,306.0,0,0,214,0,0,0,0,2007,124000,3,3,3,3,1,1,5,4,7,4,1,3,3,1
8544,3,4,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,2,0,2,2,6,0,1987.0,2.0,400.0,0,0,0,0,0,0,0,2009,92900,3,3,1,1,0,0,2,3,7,1,1,3,3,1
8635,5,5,1925,1950,0.0,134.0,0.0,938.0,1072.0,1072,0,0,1072,1.0,0.0,1,0,2,1,5,0,1982.0,5.0,1184.0,0,0,105,0,0,0,0,2009,126500,3,2,3,3,2,1,3,3,7,1,1,2,3,1
12735,4,5,1972,1972,0.0,600.0,0.0,264.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1980.0,2.0,576.0,216,0,0,0,0,0,0,2008,111250,3,3,3,3,4,1,3,3,7,1,1,3,3,1
11000,8,5,2000,2000,72.0,0.0,0.0,969.0,969.0,997,1288,0,2285,0.0,0.0,2,1,4,1,8,1,2000.0,3.0,648.0,0,56,0,0,0,0,0,2007,248000,4,3,4,3,1,1,5,4,7,3,3,3,3,1
7590,5,5,1963,1963,0.0,0.0,0.0,1117.0,1117.0,1117,0,0,1117,0.0,0.0,1,0,3,1,6,0,1963.0,1.0,264.0,0,0,0,0,0,0,0,2008,136870,3,3,3,3,1,1,5,3,7,1,1,3,3,1
4435,6,5,2003,2003,170.0,717.0,0.0,131.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,4,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,2006,133000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
10152,5,5,1956,1956,120.0,586.0,0.0,462.0,1048.0,1048,0,0,1048,1.0,0.0,1,0,3,1,6,0,1956.0,1.0,286.0,0,20,0,0,192,0,0,2007,135000,3,3,3,3,4,1,3,3,7,1,1,3,3,1
10295,4,6,1969,1969,72.0,252.0,0.0,684.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,4,0,1969.0,1.0,288.0,16,0,0,0,0,0,0,2008,111900,3,3,4,3,3,1,3,3,7,1,1,3,3,1
7763,5,7,1962,1980,0.0,504.0,108.0,319.0,931.0,1283,0,0,1283,1.0,0.0,1,0,3,1,6,0,1980.0,2.0,506.0,0,0,0,0,0,0,0,2008,140000,3,4,3,3,3,4,3,3,7,1,1,3,3,1
17120,4,4,1959,1959,0.0,0.0,0.0,0.0,0.0,1120,468,0,1588,0.0,0.0,2,0,4,1,7,1,1991.0,2.0,680.0,0,59,0,0,0,0,0,2008,134432,3,3,1,1,0,0,3,3,5,4,3,3,3,1
13870,10,5,2006,2007,250.0,1152.0,0.0,590.0,1742.0,2042,0,0,2042,1.0,0.0,2,0,3,1,8,1,2007.0,3.0,724.0,240,52,0,0,174,0,0,2007,455000,5,3,5,3,6,1,5,5,7,4,3,3,3,1
10120,8,5,1994,1994,391.0,740.0,0.0,425.0,1165.0,1203,1323,0,2526,1.0,0.0,2,1,4,1,8,1,1994.0,3.0,844.0,309,78,0,0,0,0,0,2006,290000,4,3,4,3,6,1,5,4,7,3,2,3,3,1
10820,7,5,1999,1999,0.0,342.0,0.0,646.0,988.0,988,885,0,1873,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,597.0,202,123,0,0,0,0,0,2007,235500,4,3,4,3,6,1,5,4,7,3,2,3,3,1
9600,6,8,1900,2004,0.0,381.0,0.0,399.0,780.0,940,476,0,1416,0.0,1.0,1,0,3,1,7,0,1956.0,2.0,400.0,0,24,0,0,0,0,0,2006,156500,3,3,3,3,3,1,5,4,7,1,1,3,3,1
8121,6,5,2000,2000,0.0,0.0,0.0,953.0,953.0,953,711,0,1664,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,460.0,100,40,0,0,0,0,0,2006,172400,3,3,4,3,1,1,5,3,7,3,2,3,3,1
11639,7,5,2007,2008,0.0,0.0,0.0,1428.0,1428.0,1428,0,0,1428,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,480.0,0,120,0,0,0,0,0,2008,182000,4,3,4,3,1,1,5,4,7,1,3,3,3,1
13758,9,5,2005,2006,430.0,1232.0,0.0,560.0,1792.0,1792,0,0,1792,1.0,0.0,2,0,2,1,6,1,2005.0,3.0,925.0,204,49,0,0,0,0,0,2006,372397,5,3,5,3,6,1,5,4,7,4,2,3,3,1
9771,6,5,1995,2002,190.0,779.0,0.0,298.0,1077.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,9,1,1995.0,2.0,614.0,48,32,0,0,216,0,0,2008,260000,4,3,4,3,2,1,5,4,7,3,3,3,3,1
9000,5,4,1919,1950,0.0,0.0,0.0,610.0,610.0,819,0,0,819,0.0,0.0,1,0,2,1,4,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2006,72000,3,3,3,3,1,1,5,4,7,1,0,1,1,1
10320,3,3,1915,1950,0.0,0.0,0.0,536.0,536.0,808,536,0,1344,0.0,0.0,2,0,3,2,8,0,1979.0,0.0,0.0,42,0,204,0,0,0,0,2008,82375,2,2,3,2,1,1,5,3,7,1,0,1,1,1
10448,6,6,1972,1972,333.0,0.0,0.0,689.0,689.0,1378,741,0,2119,0.0,0.0,2,1,3,1,7,1,1972.0,2.0,583.0,0,104,0,0,0,0,0,2009,158000,3,3,3,3,1,1,3,3,7,3,2,3,3,1
8635,5,5,1948,2001,0.0,336.0,41.0,295.0,672.0,1072,213,0,1285,1.0,0.0,1,0,2,1,6,0,1948.0,1.0,240.0,0,0,0,0,0,0,0,2008,127000,3,3,3,3,4,6,3,3,6,1,1,3,3,1
11980,7,5,1987,1987,177.0,1433.0,0.0,0.0,1433.0,1433,0,0,1433,1.0,0.0,1,1,1,1,4,2,1987.0,2.0,528.0,0,278,0,0,266,0,0,2010,270000,4,3,4,3,6,1,5,4,7,3,2,4,4,1
12327,8,8,1983,2009,0.0,1441.0,0.0,55.0,1496.0,1496,636,0,2132,1.0,0.0,1,1,1,1,5,1,1983.0,2.0,612.0,349,40,0,0,0,0,0,2009,316600,4,3,4,3,6,1,5,4,5,4,3,4,3,1
11512,6,7,1959,2006,84.0,719.0,0.0,300.0,1019.0,1357,0,0,1357,1.0,0.0,1,0,2,1,5,1,1959.0,1.0,312.0,0,0,0,0,163,0,0,2008,177000,3,3,3,3,5,1,4,5,7,4,2,3,3,1
14684,7,7,1990,1991,234.0,485.0,177.0,1496.0,2158.0,2196,0,0,2196,0.0,0.0,2,0,3,1,7,1,1990.0,3.0,701.0,84,70,0,0,0,0,0,2009,271900,4,3,4,3,5,4,4,4,7,3,2,3,3,1
2665,5,6,1976,1976,0.0,0.0,0.0,264.0,264.0,616,688,0,1304,0.0,0.0,1,1,3,1,4,1,1976.0,1.0,336.0,141,24,0,0,0,0,0,2008,115000,3,3,4,3,1,1,3,3,7,4,3,3,3,1
5250,8,5,1872,1987,0.0,259.0,0.0,425.0,684.0,938,1215,205,2358,0.0,0.0,2,0,4,1,8,0,1979.0,0.0,0.0,0,54,20,0,0,0,0,2008,122000,3,4,3,2,2,1,2,3,7,1,0,1,1,1
18044,8,5,1986,1986,0.0,0.0,0.0,279.0,279.0,2726,0,0,2726,0.0,0.0,2,1,2,1,6,1,1986.0,2.0,691.0,216,64,169,0,0,228,0,2007,315000,4,3,4,3,1,1,4,4,7,4,3,4,4,5
9245,7,5,2006,2006,0.0,0.0,0.0,939.0,939.0,939,858,0,1797,0.0,0.0,2,1,3,1,8,0,2006.0,2.0,639.0,144,53,0,0,0,0,0,2007,213500,4,3,4,3,1,1,5,4,7,1,2,3,3,1
7200,5,7,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,1,0,2,1,5,0,1950.0,2.0,625.0,0,0,0,0,0,0,0,2006,109500,3,3,1,1,0,0,3,3,7,1,1,3,3,1
6000,5,5,1948,1950,0.0,104.0,169.0,516.0,789.0,789,0,0,789,0.0,0.0,1,0,2,1,5,0,1948.0,1.0,250.0,0,0,0,0,0,0,0,2008,115000,3,3,3,3,5,4,5,3,7,1,1,3,3,1
3628,7,5,2004,2004,0.0,0.0,0.0,1143.0,1143.0,1143,0,0,1143,0.0,0.0,1,1,1,1,5,1,2004.0,2.0,588.0,0,191,0,0,0,0,0,2006,176400,4,3,4,3,1,1,5,4,7,4,2,3,3,1
9156,6,7,1968,1968,0.0,0.0,0.0,1489.0,1489.0,1489,0,0,1489,0.0,0.0,2,0,3,1,7,1,1968.0,2.0,462.0,0,0,0,0,0,0,0,2009,185750,3,3,3,3,1,1,4,4,7,4,2,3,3,1
9066,8,5,1999,2000,320.0,668.0,0.0,336.0,1004.0,1004,848,0,1852,0.0,0.0,2,1,3,1,7,2,1999.0,3.0,660.0,224,106,0,0,0,0,0,2008,230000,4,3,4,3,6,1,5,4,7,3,3,3,3,1
6410,4,5,1958,1958,0.0,0.0,0.0,960.0,960.0,960,0,0,960,0.0,0.0,1,0,3,1,5,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2010,90000,3,3,3,3,1,1,5,3,7,1,0,1,1,1
63887,10,5,2008,2008,796.0,5644.0,0.0,466.0,6110.0,4692,950,0,5642,2.0,0.0,2,1,3,1,12,3,2008.0,2.0,1418.0,214,292,0,0,0,480,0,2008,160000,5,3,5,3,6,1,5,5,7,4,3,3,3,4
7244,5,7,1970,1970,0.0,619.0,0.0,149.0,768.0,768,0,0,768,1.0,0.0,1,0,2,1,5,0,1987.0,2.0,624.0,104,0,0,0,0,0,0,2007,129500,3,4,4,3,5,1,5,3,7,1,1,3,3,1
10152,6,6,1956,1994,0.0,914.0,0.0,210.0,1124.0,1124,0,0,1124,1.0,0.0,1,0,3,1,6,1,1956.0,1.0,353.0,0,211,180,0,142,0,0,2006,153000,3,3,3,3,4,1,5,3,7,3,3,3,3,1
3000,6,5,2009,2009,76.0,294.0,0.0,318.0,612.0,612,612,0,1224,0.0,0.0,2,1,2,1,4,0,2009.0,2.0,528.0,0,234,0,0,0,0,0,2009,173733,4,3,4,3,6,1,5,4,7,1,2,3,3,1
7500,6,5,2006,2007,0.0,0.0,0.0,1100.0,1100.0,1100,0,0,1100,0.0,0.0,1,1,3,1,6,0,1979.0,0.0,0.0,0,136,0,0,0,0,0,2007,146000,3,3,4,3,1,1,5,3,7,1,0,1,1,1
17360,6,6,1949,1950,340.0,300.0,0.0,482.0,782.0,1019,537,0,1556,0.0,0.0,2,0,3,1,6,1,1949.0,2.0,470.0,0,0,150,0,0,0,0,2010,172500,3,4,3,3,3,1,3,3,7,4,1,3,3,1
15957,6,6,1977,1977,0.0,1148.0,0.0,96.0,1244.0,1356,0,0,1356,2.0,0.0,2,0,3,1,6,1,1977.0,2.0,528.0,1424,0,0,0,0,0,0,2007,188000,3,3,4,3,6,1,3,3,7,3,3,3,3,1
9600,6,8,1976,1976,0.0,978.0,0.0,284.0,1262.0,1262,0,0,1262,0.0,1.0,2,0,3,1,6,1,1976.0,2.0,460.0,298,0,0,0,0,0,0,2007,181500,3,3,4,3,5,1,5,3,7,3,2,3,3,1
10667,7,6,1996,1996,0.0,385.0,344.0,70.0,799.0,827,834,0,1661,1.0,0.0,2,1,3,1,6,1,1996.0,2.0,550.0,158,61,0,0,0,0,0,2009,212000,4,3,4,3,6,5,5,4,7,3,2,3,3,1
10530,7,5,1978,1978,68.0,0.0,0.0,945.0,945.0,945,912,0,1857,0.0,0.0,2,1,4,1,8,1,1978.0,2.0,482.0,400,105,0,0,0,0,0,2006,188900,3,3,3,3,1,1,3,3,7,3,2,3,3,1
5000,3,3,1946,1950,0.0,299.0,0.0,367.0,666.0,666,0,0,666,0.0,1.0,1,0,2,1,4,0,1979.0,0.0,0.0,0,52,0,0,0,0,0,2007,64500,2,2,2,2,2,1,2,4,7,1,0,1,1,1
17082,6,5,1978,1992,288.0,964.0,0.0,153.0,1117.0,1117,864,0,1981,1.0,0.0,2,1,4,1,8,1,1978.0,2.0,522.0,336,104,0,0,0,0,0,2010,230000,3,3,4,3,5,1,5,4,7,3,3,3,3,1
16287,5,6,1925,1950,0.0,130.0,105.0,666.0,901.0,901,450,0,1351,1.0,0.0,1,0,3,1,7,1,1975.0,2.0,576.0,0,0,43,0,100,0,0,2007,122000,3,4,3,3,5,4,3,3,7,4,1,3,3,1
11050,5,5,1956,1956,0.0,488.0,0.0,517.0,1005.0,1005,0,0,1005,0.0,0.0,1,0,2,1,6,1,1956.0,1.0,319.0,0,0,0,0,288,0,0,2006,133500,3,3,3,3,2,1,5,3,7,3,1,3,3,1
10440,6,7,1920,1950,0.0,493.0,0.0,1017.0,1510.0,1584,1208,0,2792,0.0,0.0,2,0,5,1,8,2,1920.0,2.0,520.0,0,547,0,0,480,0,1150,2008,256000,4,4,4,3,2,1,5,3,4,3,1,2,3,1
2665,5,7,1976,1976,0.0,318.0,0.0,232.0,550.0,925,550,0,1475,0.0,0.0,2,0,4,1,6,1,1976.0,1.0,336.0,92,26,0,0,0,0,0,2008,129500,3,3,4,3,5,1,3,3,7,3,1,3,3,1
10389,8,5,2003,2003,320.0,1682.0,0.0,296.0,1978.0,1978,0,0,1978,1.0,0.0,2,1,3,1,8,1,2003.0,3.0,850.0,188,25,0,0,0,0,0,2010,318000,4,3,4,3,6,1,5,4,7,4,2,3,3,1
9658,8,5,2006,2006,383.0,0.0,0.0,1598.0,1598.0,1606,0,0,1606,0.0,0.0,2,0,3,1,6,1,2006.0,3.0,871.0,230,60,0,0,0,0,0,2009,255900,4,3,4,3,1,1,4,4,7,4,2,3,3,1
7500,6,5,2004,2004,0.0,0.0,0.0,1158.0,1158.0,1158,0,0,1158,0.0,0.0,1,1,3,1,5,0,1979.0,0.0,0.0,0,50,0,0,0,0,0,2009,143500,3,3,4,3,1,1,5,4,7,1,0,1,1,1
14122,8,5,2005,2006,240.0,28.0,0.0,1794.0,1822.0,1822,0,0,1822,0.0,0.0,2,0,3,1,8,1,2005.0,3.0,678.0,0,119,0,0,0,0,0,2010,259000,4,3,5,3,6,1,5,5,7,4,2,3,3,1
21000,6,5,1953,1953,184.0,35.0,869.0,905.0,1809.0,2259,0,0,2259,1.0,0.0,2,0,3,1,7,2,1953.0,2.0,450.0,166,120,192,0,0,0,0,2007,217000,3,4,4,3,5,3,3,4,7,4,1,3,3,1
8737,6,7,1923,1950,0.0,300.0,0.0,765.0,1065.0,915,720,0,1635,0.0,0.0,1,1,3,1,6,1,1950.0,2.0,440.0,0,38,0,144,0,0,0,2007,210000,3,3,4,3,3,1,5,3,7,4,1,3,3,1
8750,5,6,1970,1970,76.0,828.0,0.0,174.0,1002.0,1002,0,0,1002,1.0,0.0,1,0,3,1,5,0,1973.0,2.0,902.0,0,0,0,0,0,0,0,2009,148500,3,3,3,3,4,1,3,3,7,1,1,3,3,1
8499,6,5,2006,2007,0.0,0.0,0.0,616.0,616.0,616,796,0,1412,0.0,0.0,2,1,3,1,6,1,2007.0,2.0,432.0,0,36,0,0,0,0,0,2007,156932,3,3,4,3,1,1,5,4,7,4,3,3,3,1
11072,5,5,1965,1965,0.0,0.0,0.0,1728.0,1728.0,1728,0,0,1728,0.0,0.0,2,0,6,2,10,0,1987.0,2.0,576.0,0,0,0,0,0,0,0,2008,145000,3,3,3,3,1,1,3,3,7,1,1,3,3,1
6762,7,5,2007,2007,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,1.0,0.0,2,0,2,1,6,1,2007.0,2.0,662.0,168,0,0,0,0,0,0,2009,200000,4,3,4,3,6,1,5,4,7,4,2,3,3,1
15431,10,5,2005,2006,400.0,1430.0,0.0,564.0,1994.0,2046,0,0,2046,1.0,0.0,2,1,2,1,7,2,2005.0,3.0,878.0,188,65,0,0,175,0,0,2007,450000,5,3,5,3,6,1,5,5,7,4,3,3,3,1
3230,6,5,1999,1999,894.0,381.0,0.0,348.0,729.0,742,729,0,1471,0.0,0.0,2,1,3,1,6,0,1999.0,2.0,440.0,0,24,0,0,0,0,0,2009,172500,3,3,4,3,6,1,4,3,7,1,1,3,3,1
10800,6,7,1974,1997,0.0,956.0,182.0,384.0,1522.0,1548,1066,0,2614,0.0,0.0,2,1,4,1,9,1,1974.0,2.0,624.0,38,243,0,0,0,0,0,2008,240000,3,3,3,3,5,3,3,3,7,3,2,3,3,1
11143,8,5,2004,2005,0.0,0.0,0.0,1580.0,1580.0,1580,886,0,2466,0.0,0.0,3,0,4,1,8,1,2004.0,2.0,610.0,159,214,0,0,0,0,0,2007,340000,4,3,4,3,1,1,5,4,7,4,2,3,3,1
8925,8,5,2007,2007,0.0,16.0,0.0,1450.0,1466.0,1466,0,0,1466,0.0,0.0,2,0,3,1,7,0,2007.0,3.0,610.0,100,18,0,0,0,0,0,2009,201000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
10356,5,6,1975,1975,0.0,716.0,0.0,253.0,969.0,969,0,0,969,0.0,0.0,1,1,3,1,5,0,1975.0,2.0,440.0,0,0,0,0,0,0,0,2007,122000,3,3,3,3,4,1,3,3,7,1,1,3,3,1
12299,7,6,1978,1985,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,1.0,0.0,2,0,3,1,7,1,1978.0,2.0,663.0,0,0,0,0,0,0,0,2007,213000,3,3,4,3,6,1,3,4,7,3,3,3,3,1
9900,6,5,1967,1967,0.0,1173.0,0.0,507.0,1680.0,1691,0,0,1691,1.0,0.0,1,0,2,1,5,0,1967.0,2.0,550.0,0,67,260,0,0,0,0,2009,175000,4,3,3,3,3,1,3,3,7,1,1,4,3,1
6762,7,5,2007,2007,108.0,664.0,0.0,544.0,1208.0,1208,0,0,1208,1.0,0.0,2,0,2,1,6,0,2007.0,2.0,628.0,105,54,0,0,0,0,0,2007,195400,4,3,4,3,6,1,5,4,7,1,2,3,3,1
11625,5,6,1967,1967,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,0.0,0.0,1,1,3,1,6,1,1984.0,1.0,668.0,0,215,0,0,0,0,0,2009,113500,3,3,3,3,4,1,3,3,7,1,3,3,3,1
6435,6,5,1939,1950,0.0,0.0,0.0,972.0,972.0,972,605,0,1577,0.0,0.0,1,0,3,1,6,1,1939.0,1.0,312.0,0,0,0,0,0,0,0,2006,140200,3,3,3,3,1,1,4,2,7,4,1,3,3,1
8450,5,6,1968,1968,90.0,162.0,270.0,450.0,882.0,909,0,0,909,0.0,0.0,1,0,3,1,5,0,1968.0,1.0,294.0,0,155,0,0,0,0,0,2006,116000,3,3,3,3,4,3,3,3,7,1,1,3,3,1
11577,9,5,2005,2006,382.0,1455.0,0.0,383.0,1838.0,1838,0,0,1838,1.0,0.0,2,0,3,1,9,1,2005.0,3.0,682.0,161,225,0,0,0,0,0,2006,359900,5,3,4,3,6,1,5,5,7,4,3,3,3,1
8340,6,6,1977,1977,62.0,509.0,0.0,166.0,675.0,686,702,0,1388,0.0,0.0,1,1,3,1,6,0,1977.0,1.0,317.0,406,36,0,0,0,0,0,2006,157500,3,3,4,3,6,1,3,3,7,1,1,3,3,1
10708,5,5,1955,1993,0.0,379.0,768.0,470.0,1617.0,1867,0,0,1867,1.0,0.0,1,0,2,1,7,3,1955.0,1.0,303.0,476,0,0,0,142,0,0,2009,190000,4,3,3,3,2,4,5,3,7,4,3,3,3,1
6911,5,5,1924,1950,0.0,405.0,0.0,740.0,1145.0,1301,0,0,1301,0.0,0.0,1,0,2,1,5,0,1965.0,2.0,440.0,0,0,0,0,0,0,0,2009,100000,3,3,3,3,2,1,3,2,6,1,1,3,3,1
8800,6,6,1964,1964,425.0,553.0,0.0,698.0,1251.0,1251,0,0,1251,1.0,0.0,1,0,3,1,6,2,1964.0,1.0,461.0,0,116,0,0,0,0,700,2006,160000,3,3,3,3,4,1,3,3,7,4,2,3,3,1
10739,7,5,2002,2001,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,1.0,0.0,2,0,3,1,6,0,2002.0,2.0,577.0,144,40,0,0,0,0,0,2009,203000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
9572,8,5,1990,1990,336.0,482.0,0.0,971.0,1453.0,1453,1357,0,2810,0.0,0.0,2,1,4,1,9,1,1990.0,2.0,750.0,500,0,0,0,0,0,0,2007,302000,4,3,5,3,6,1,5,4,7,5,2,4,4,1
8012,6,5,1980,1980,0.0,543.0,119.0,261.0,923.0,923,0,0,923,0.0,0.0,2,0,2,1,5,1,1980.0,1.0,264.0,80,0,0,0,0,0,0,2010,143000,3,3,4,3,4,4,3,3,7,3,2,3,3,1
